action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,1846619,[],CHEMBL915900,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000192,BAO_0000357,single protein format,COc1ccc([C@@H]2C3CCC(C[C@@H]2c2ccc(C)cc2)N3C)cc1OC,,,CHEMBL1140295,J Med Chem,2005.0,"{'bei': '16.79', 'le': '0.31', 'lle': '1.15', 'sei': '27.20'}",CHEMBL388605,,CHEMBL388605,5.90,0,http://www.openphacts.org/units/Nanomolar,631868,=,1,1,=,,Ki,nM,,1250.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,1250.0
,,1846621,[],CHEMBL915900,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000192,BAO_0000357,single protein format,COc1ccc([C@H]2C3CCC(C[C@H]2c2ccc(C)cc2)N3C)cc1,,,CHEMBL1140295,J Med Chem,2005.0,"{'bei': '19.99', 'le': '0.37', 'lle': '1.68', 'sei': '51.52'}",CHEMBL2096878,,CHEMBL2096878,6.42,0,http://www.openphacts.org/units/Nanomolar,631867,=,1,1,=,,Ki,nM,,376.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,376.0
,,1846623,[],CHEMBL915900,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000192,BAO_0000357,single protein format,COc1ccc([C@@H]2C3CCC(C[C@@H]2c2ccc(C)cc2)N3C)cc1,,,CHEMBL1140295,J Med Chem,2005.0,"{'bei': '19.87', 'le': '0.36', 'lle': '1.65', 'sei': '51.22'}",CHEMBL224062,,CHEMBL224062,6.39,0,http://www.openphacts.org/units/Nanomolar,631866,=,1,1,=,,Ki,nM,,410.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,410.0
,,1846627,[],CHEMBL915900,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000192,BAO_0000357,single protein format,Cc1ccc([C@H]2CC3CCC([C@H]2c2ccc(C)cc2)N3C)cc1,,,CHEMBL1140295,J Med Chem,2005.0,"{'bei': '21.61', 'le': '0.39', 'lle': '1.56', 'sei': '203.77'}",CHEMBL2096877,,CHEMBL2096877,6.60,0,http://www.openphacts.org/units/Nanomolar,631864,=,1,1,=,,Ki,nM,,250.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,250.0
,,1846629,[],CHEMBL915900,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000192,BAO_0000357,single protein format,Cc1ccc([C@H]2C3CCC(C[C@H]2c2ccccc2)N3C)cc1,,,CHEMBL1140295,J Med Chem,2005.0,"{'bei': '20.59', 'le': '0.37', 'lle': '1.27', 'sei': '185.19'}",CHEMBL2096876,,CHEMBL2096876,6.00,0,http://www.openphacts.org/units/Nanomolar,631863,=,1,1,=,,Ki,nM,,1000.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,1000.0
,,1846631,[],CHEMBL915900,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000192,BAO_0000357,single protein format,Cc1ccc([C@@H]2C3CCC(C[C@@H]2c2ccccc2)N3C)cc1,,,CHEMBL1140295,J Med Chem,2005.0,"{'bei': '18.48', 'le': '0.33', 'lle': '0.66', 'sei': '166.27'}",CHEMBL387758,,CHEMBL387758,5.39,0,http://www.openphacts.org/units/Nanomolar,631862,=,1,1,=,,Ki,nM,,4100.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,4100.0
,,1846633,[],CHEMBL915900,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000192,BAO_0000357,single protein format,Cc1ccc([C@@H]2CC3CCC([C@@H]2c2ccccc2)N3C)cc1,,,CHEMBL1140295,J Med Chem,2005.0,"{'bei': '19.98', 'le': '0.36', 'lle': '1.09', 'sei': '179.75'}",CHEMBL2096875,,CHEMBL2096875,5.82,0,http://www.openphacts.org/units/Nanomolar,631861,=,1,1,=,,Ki,nM,,1500.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,1500.0
,,1846635,[],CHEMBL915900,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000192,BAO_0000357,single protein format,Cc1ccc([C@H]2CC3CCC([C@H]2c2ccccc2)N3C)cc1,,,CHEMBL1140295,J Med Chem,2005.0,"{'bei': '24.02', 'le': '0.43', 'lle': '2.27', 'sei': '216.05'}",CHEMBL224771,,CHEMBL224771,7.00,0,http://www.openphacts.org/units/Nanomolar,631860,=,1,1,=,,Ki,nM,,100.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,100.0
,,1846637,[],CHEMBL915900,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000192,BAO_0000357,single protein format,CN1C2CCC1[C@H](c1ccccc1)[C@H](c1ccccc1)C2,,,CHEMBL1140295,J Med Chem,2005.0,"{'bei': '19.58', 'le': '0.35', 'lle': '1.01', 'sei': '167.65'}",CHEMBL2096874,,CHEMBL2096874,5.43,0,http://www.openphacts.org/units/Nanomolar,631859,=,1,1,=,,Ki,nM,,3700.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,3700.0
,,1846639,[],CHEMBL915900,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000192,BAO_0000357,single protein format,CN1C2CCC1[C@@H](c1ccccc1)[C@@H](c1ccccc1)C2,,,CHEMBL1140295,J Med Chem,2005.0,"{'bei': '20.62', 'le': '0.37', 'lle': '1.30', 'sei': '176.58'}",CHEMBL388850,,CHEMBL388850,5.72,0,http://www.openphacts.org/units/Nanomolar,631858,=,1,1,=,,Ki,nM,,1900.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,1900.0
,,1846645,[],CHEMBL915900,Displacement of [3H]paroxetine from 5HTT,B,,,BAO_0000192,BAO_0000357,single protein format,Cc1ccc([C@@H]2CC3CCC([C@@H]2c2ccc(C)cc2)N3C)cc1,,,CHEMBL1140295,J Med Chem,2005.0,"{'bei': '19.78', 'le': '0.36', 'lle': '1.00', 'sei': '186.45'}",CHEMBL426178,,CHEMBL426178,6.04,0,http://www.openphacts.org/units/Nanomolar,631865,=,1,1,=,,Ki,nM,,910.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,910.0
,,1853159,[],CHEMBL920123,Inhibition of [3H]5-HT uptake at human SERT C109A mutant transfected in HEK cells,B,P31645,C109A,BAO_0000192,BAO_0000219,cell-based format,C[n+]1ccc(-c2ccc(SS(C)(=O)=O)cc2)cc1.[I-],Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1144518,Bioorg Med Chem,2007.0,,CHEMBL224093,,CHEMBL1182237,,0,http://www.openphacts.org/units/Nanomolar,633359,=,1,1,=,,Ki,nM,,1300000.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,uM,UO_0000065,,1300.0
,,1853160,[],CHEMBL920123,Inhibition of [3H]5-HT uptake at human SERT C109A mutant transfected in HEK cells,B,P31645,C109A,BAO_0000192,BAO_0000219,cell-based format,C[n+]1ccc(-c2ccccc2)cc1,,,CHEMBL1144518,Bioorg Med Chem,2007.0,"{'bei': '25.37', 'le': '0.45', 'lle': '2.14', 'sei': '111.31'}",CHEMBL311617,,CHEMBL311617,4.32,0,http://www.openphacts.org/units/Nanomolar,633358,=,1,1,=,,Ki,nM,,48000.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,uM,UO_0000065,,48.0
,,1878391,[],CHEMBL905525,Displacement of [3H]paroxetine from human cloned 5HTT receptor transfected in CHO cells,B,,,BAO_0000192,BAO_0000219,cell-based format,COc1cc2c(cc1OC)C1=NOC(CN3CCN(C/C(C)=C/c4ccccc4)CC3)C1CN2,,,CHEMBL1143045,Bioorg Med Chem,2007.0,"{'bei': '17.40', 'le': '0.32', 'lle': '4.48', 'sei': '13.75'}",CHEMBL390718,,CHEMBL390718,8.05,0,http://www.openphacts.org/units/Nanomolar,637698,=,1,1,=,,Ki,nM,,8.9,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,8.9
,,1878395,[],CHEMBL905525,Displacement of [3H]paroxetine from human cloned 5HTT receptor transfected in CHO cells,B,,,BAO_0000192,BAO_0000219,cell-based format,COc1cc2c(cc1OC)C1=NOC(CN3CCN(C/C=C/c4ccc(F)cc4)CC3)C1CO2,,,CHEMBL1143045,Bioorg Med Chem,2007.0,"{'bei': '16.80', 'le': '0.32', 'lle': '4.56', 'sei': '14.09'}",CHEMBL226636,,CHEMBL226636,7.85,0,http://www.openphacts.org/units/Nanomolar,637703,=,1,1,=,,Ki,nM,,14.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,14.0
,,1907144,[],CHEMBL888811,Displacement of [3H]citalopram from SERT,B,,,BAO_0000192,BAO_0000357,single protein format,N#Cc1cc(F)cc(C#Cc2csc(CF)n2)c1,,,CHEMBL1145430,J Med Chem,2007.0,,CHEMBL229429,,CHEMBL229429,,0,http://www.openphacts.org/units/Nanomolar,644264,>,1,1,>,,Ki,nM,,10000.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,uM,UO_0000065,,10.0
,,1911396,[],CHEMBL890741,Displacement of [125I]RTI-55 from human SERT expressed in HEK cells after 90 mins,B,,,BAO_0000192,BAO_0000219,cell-based format,CN1[C@H]2CC[C@@H]1[C@@H](c1ncc(-c3ccccc3)s1)[C@@H](c1ccc(Cl)cc1)C2,,,CHEMBL1146223,J Med Chem,2007.0,"{'bei': '14.11', 'le': '0.28', 'lle': '-0.63', 'sei': '34.55'}",CHEMBL227179,,CHEMBL227179,5.57,0,http://www.openphacts.org/units/Nanomolar,645217,=,1,1,=,,Ki,nM,,2670.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,2670.0
,,1911419,[],CHEMBL890741,Displacement of [125I]RTI-55 from human SERT expressed in HEK cells after 90 mins,B,,,BAO_0000192,BAO_0000219,cell-based format,COc1ccc(-c2cnc([C@H]3[C@@H](c4ccc(C)cc4)C[C@@H]4CC[C@H]3N4C)s2)cc1OC,,,CHEMBL1146223,J Med Chem,2007.0,"{'bei': '11.76', 'le': '0.23', 'lle': '-0.76', 'sei': '14.78'}",CHEMBL2113279,,CHEMBL2113279,5.11,0,http://www.openphacts.org/units/Nanomolar,645235,=,1,1,=,,Ki,nM,,7710.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,7710.0
,,1911420,[],CHEMBL890741,Displacement of [125I]RTI-55 from human SERT expressed in HEK cells after 90 mins,B,,,BAO_0000192,BAO_0000219,cell-based format,Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2c2ncc(-c4ccc(Cl)c(Cl)c4)s2)N3C)cc1,,,CHEMBL1146223,J Med Chem,2007.0,"{'bei': '12.47', 'le': '0.26', 'lle': '-1.63', 'sei': '34.29'}",CHEMBL376113,,CHEMBL376113,5.53,0,http://www.openphacts.org/units/Nanomolar,645234,=,1,1,=,,Ki,nM,,2940.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,2940.0
,,1911421,[],CHEMBL890741,Displacement of [125I]RTI-55 from human SERT expressed in HEK cells after 90 mins,B,,,BAO_0000192,BAO_0000219,cell-based format,COc1ccc(-c2cnc([C@H]3[C@@H](c4ccc(C)cc4)C[C@@H]4CC[C@H]3N4C)s2)cc1,,,CHEMBL1146223,J Med Chem,2007.0,"{'bei': '13.43', 'le': '0.26', 'lle': '-0.42', 'sei': '21.43'}",CHEMBL226933,,CHEMBL226933,5.43,0,http://www.openphacts.org/units/Nanomolar,645233,=,1,1,=,,Ki,nM,,3670.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,3670.0
,,1911422,[],CHEMBL890741,Displacement of [125I]RTI-55 from human SERT expressed in HEK cells after 90 mins,B,,,BAO_0000192,BAO_0000219,cell-based format,Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2c2ncc(-c4cccc([N+](=O)[O-])c4)s2)N3C)cc1,,,CHEMBL1146223,J Med Chem,2007.0,"{'bei': '14.86', 'le': '0.28', 'lle': '0.48', 'sei': '10.52'}",CHEMBL226984,,CHEMBL226984,6.24,0,http://www.openphacts.org/units/Nanomolar,645232,=,1,1,=,,Ki,nM,,580.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,580.0
,,1911423,[],CHEMBL890741,Displacement of [125I]RTI-55 from human SERT expressed in HEK cells after 90 mins,B,,,BAO_0000192,BAO_0000219,cell-based format,Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2c2ncc(-c4ccc([N+](=O)[O-])cc4)s2)N3C)cc1,,,CHEMBL1146223,J Med Chem,2007.0,"{'bei': '13.79', 'le': '0.26', 'lle': '0.03', 'sei': '9.76'}",CHEMBL229436,,CHEMBL229436,5.79,0,http://www.openphacts.org/units/Nanomolar,645231,=,1,1,=,,Ki,nM,,1640.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,1640.0
,,1911424,[],CHEMBL890741,Displacement of [125I]RTI-55 from human SERT expressed in HEK cells after 90 mins,B,,,BAO_0000192,BAO_0000219,cell-based format,Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2c2ncc(-c4cccc(Br)c4)s2)N3C)cc1,,,CHEMBL1146223,J Med Chem,2007.0,"{'bei': '13.37', 'le': '0.30', 'lle': '-0.55', 'sei': '37.57'}",CHEMBL436132,,CHEMBL436132,6.06,0,http://www.openphacts.org/units/Nanomolar,645230,=,1,1,=,,Ki,nM,,870.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,870.0
,,1911425,[],CHEMBL890741,Displacement of [125I]RTI-55 from human SERT expressed in HEK cells after 90 mins,B,,,BAO_0000192,BAO_0000219,cell-based format,Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2c2ncc(-c4ccc(Br)cc4)s2)N3C)cc1,,,CHEMBL1146223,J Med Chem,2007.0,"{'bei': '12.63', 'le': '0.28', 'lle': '-0.88', 'sei': '35.51'}",CHEMBL375685,,CHEMBL375685,5.73,0,http://www.openphacts.org/units/Nanomolar,645229,=,1,1,=,,Ki,nM,,1870.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,1870.0
,,1911426,[],CHEMBL890741,Displacement of [125I]RTI-55 from human SERT expressed in HEK cells after 90 mins,B,,,BAO_0000192,BAO_0000219,cell-based format,Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2c2ncc(-c4ccc(Cl)cc4)s2)N3C)cc1,,,CHEMBL1146223,J Med Chem,2007.0,"{'bei': '14.38', 'le': '0.29', 'lle': '-0.63', 'sei': '36.45'}",CHEMBL229381,,CHEMBL229381,5.88,0,http://www.openphacts.org/units/Nanomolar,645228,=,1,1,=,,Ki,nM,,1320.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,1320.0
,,1911427,[],CHEMBL890741,Displacement of [125I]RTI-55 from human SERT expressed in HEK cells after 90 mins,B,,,BAO_0000192,BAO_0000219,cell-based format,Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2c2ncc(-c4ccc(F)cc4)s2)N3C)cc1,,,CHEMBL1146223,J Med Chem,2007.0,"{'bei': '14.69', 'le': '0.28', 'lle': '-0.23', 'sei': '35.74'}",CHEMBL229699,,CHEMBL229699,5.76,0,http://www.openphacts.org/units/Nanomolar,645227,=,1,1,=,,Ki,nM,,1720.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,1720.0
,,1911428,[],CHEMBL890741,Displacement of [125I]RTI-55 from human SERT expressed in HEK cells after 90 mins,B,,,BAO_0000192,BAO_0000219,cell-based format,COc1ccc(-c2cnc([C@H]3[C@@H](c4ccc(Cl)cc4)C[C@@H]4CC[C@H]3N4C)s2)cc1OC,,,CHEMBL1146223,J Med Chem,2007.0,"{'bei': '11.97', 'le': '0.24', 'lle': '-0.77', 'sei': '15.74'}",CHEMBL388832,,CHEMBL388832,5.45,0,http://www.openphacts.org/units/Nanomolar,645226,=,1,1,=,,Ki,nM,,3590.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,3590.0
,,1911429,[],CHEMBL890741,Displacement of [125I]RTI-55 from human SERT expressed in HEK cells after 90 mins,B,,,BAO_0000192,BAO_0000219,cell-based format,CN1[C@H]2CC[C@@H]1[C@@H](c1ncc(-c3ccc(Cl)c(Cl)c3)s1)[C@@H](c1ccc(Cl)cc1)C2,,,CHEMBL1146223,J Med Chem,2007.0,"{'bei': '12.00', 'le': '0.26', 'lle': '-1.93', 'sei': '34.51'}",CHEMBL388612,,CHEMBL388612,5.57,0,http://www.openphacts.org/units/Nanomolar,645225,=,1,1,=,,Ki,nM,,2710.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,2710.0
,,1911430,[],CHEMBL890741,Displacement of [125I]RTI-55 from human SERT expressed in HEK cells after 90 mins,B,,,BAO_0000192,BAO_0000219,cell-based format,COc1ccc(-c2cnc([C@H]3[C@@H](c4ccc(Cl)cc4)C[C@@H]4CC[C@H]3N4C)s2)cc1,,,CHEMBL1146223,J Med Chem,2007.0,"{'bei': '12.43', 'le': '0.25', 'lle': '-0.93', 'sei': '20.84'}",CHEMBL227233,,CHEMBL227233,5.28,0,http://www.openphacts.org/units/Nanomolar,645224,=,1,1,=,,Ki,nM,,5200.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,5200.0
,,1911431,[],CHEMBL890741,Displacement of [125I]RTI-55 from human SERT expressed in HEK cells after 90 mins,B,,,BAO_0000192,BAO_0000219,cell-based format,CN1[C@H]2CC[C@@H]1[C@@H](c1ncc(-c3cccc([N+](=O)[O-])c3)s1)[C@@H](c1ccc(Cl)cc1)C2,,,CHEMBL1146223,J Med Chem,2007.0,"{'bei': '13.93', 'le': '0.28', 'lle': '0.02', 'sei': '10.34'}",CHEMBL388760,,CHEMBL388760,6.13,0,http://www.openphacts.org/units/Nanomolar,645223,=,1,1,=,,Ki,nM,,740.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,740.0
,,1911432,[],CHEMBL890741,Displacement of [125I]RTI-55 from human SERT expressed in HEK cells after 90 mins,B,,,BAO_0000192,BAO_0000219,cell-based format,CN1[C@H]2CC[C@@H]1[C@@H](c1ncc(-c3ccc([N+](=O)[O-])cc3)s1)[C@@H](c1ccc(Cl)cc1)C2,,,CHEMBL1146223,J Med Chem,2007.0,"{'bei': '13.05', 'le': '0.26', 'lle': '-0.37', 'sei': '9.68'}",CHEMBL227232,,CHEMBL227232,5.74,0,http://www.openphacts.org/units/Nanomolar,645222,=,1,1,=,,Ki,nM,,1820.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,1820.0
,,1911433,[],CHEMBL890741,Displacement of [125I]RTI-55 from human SERT expressed in HEK cells after 90 mins,B,,,BAO_0000192,BAO_0000219,cell-based format,CN1[C@H]2CC[C@@H]1[C@@H](c1ncc(-c3cccc(Br)c3)s1)[C@@H](c1ccc(Cl)cc1)C2,,,CHEMBL1146223,J Med Chem,2007.0,"{'bei': '12.29', 'le': '0.28', 'lle': '-1.14', 'sei': '36.11'}",CHEMBL227231,,CHEMBL227231,5.82,0,http://www.openphacts.org/units/Nanomolar,645221,=,1,1,=,,Ki,nM,,1500.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,1500.0
,,1911434,[],CHEMBL890741,Displacement of [125I]RTI-55 from human SERT expressed in HEK cells after 90 mins,B,,,BAO_0000192,BAO_0000219,cell-based format,CN1[C@H]2CC[C@@H]1[C@@H](c1ncc(-c3ccc(Br)cc3)s1)[C@@H](c1ccc(Cl)cc1)C2,,,CHEMBL1146223,J Med Chem,2007.0,"{'bei': '11.07', 'le': '0.26', 'lle': '-1.72', 'sei': '32.51'}",CHEMBL388759,,CHEMBL388759,5.24,0,http://www.openphacts.org/units/Nanomolar,645220,=,1,1,=,,Ki,nM,,5700.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,5700.0
,,1911435,[],CHEMBL890741,Displacement of [125I]RTI-55 from human SERT expressed in HEK cells after 90 mins,B,,,BAO_0000192,BAO_0000219,cell-based format,CN1[C@H]2CC[C@@H]1[C@@H](c1ncc(-c3ccc(Cl)cc3)s1)[C@@H](c1ccc(Cl)cc1)C2,,,CHEMBL1146223,J Med Chem,2007.0,"{'bei': '13.09', 'le': '0.27', 'lle': '-1.23', 'sei': '34.85'}",CHEMBL227180,,CHEMBL227180,5.62,0,http://www.openphacts.org/units/Nanomolar,645219,=,1,1,=,,Ki,nM,,2390.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,2390.0
,,1911436,[],CHEMBL890741,Displacement of [125I]RTI-55 from human SERT expressed in HEK cells after 90 mins,B,,,BAO_0000192,BAO_0000219,cell-based format,CN1[C@H]2CC[C@@H]1[C@@H](c1ncc(-c3ccc(F)cc3)s1)[C@@H](c1ccc(Cl)cc1)C2,,,CHEMBL1146223,J Med Chem,2007.0,"{'bei': '14.98', 'le': '0.30', 'lle': '-0.15', 'sei': '38.35'}",CHEMBL390743,,CHEMBL390743,6.18,0,http://www.openphacts.org/units/Nanomolar,645218,=,1,1,=,,Ki,nM,,653.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,653.0
,,1921474,[],CHEMBL896041,Binding affinity to human SERT expressed in HEK293 cells,B,,,BAO_0000192,BAO_0000219,cell-based format,O=C(OCCF)C1C2CCC(CC1c1ccc(/C=C\I)cc1)N2,,,CHEMBL1148775,J Med Chem,2007.0,"{'bei': '23.52', 'le': '0.60', 'lle': '6.27', 'sei': '26.34'}",CHEMBL230000,,CHEMBL230000,10.10,0,http://www.openphacts.org/units/Nanomolar,654972,=,1,1,=,,Ki,nM,,0.08,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,nM,UO_0000065,,0.08
,,1925415,[],CHEMBL895627,Displacement of [3H]paraxetine from human 5HT transporter expressed in HEK293 cells,B,,,BAO_0000192,BAO_0000219,cell-based format,O=C1c2ccccc2C(=O)N1CCCCN1CC=C(c2c[nH]c3ccc(F)cc23)CC1,,,CHEMBL1148822,J Med Chem,2007.0,"{'bei': '21.80', 'le': '0.40', 'lle': '4.63', 'sei': '16.13'}",CHEMBL131495,,CHEMBL131495,9.10,0,http://www.openphacts.org/units/Nanomolar,656496,=,1,1,=,,Ki,nM,,0.7943,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Log Ki,,UO_0000065,,-9.1
,,1925416,[],CHEMBL895627,Displacement of [3H]paraxetine from human 5HT transporter expressed in HEK293 cells,B,,,BAO_0000192,BAO_0000219,cell-based format,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,,,CHEMBL1148822,J Med Chem,2007.0,"{'bei': '17.19', 'le': '0.35', 'lle': '3.29', 'sei': '14.65'}",CHEMBL708,ZIPRASIDONE,CHEMBL708,7.10,0,http://www.openphacts.org/units/Nanomolar,656506,=,1,1,=,,Ki,nM,,79.43,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Log Ki,,UO_0000065,,-7.1
,,1925417,[],CHEMBL895627,Displacement of [3H]paraxetine from human 5HT transporter expressed in HEK293 cells,B,,,BAO_0000192,BAO_0000219,cell-based format,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,,,CHEMBL1148822,J Med Chem,2007.0,"{'bei': '16.73', 'le': '0.34', 'lle': '2.64', 'sei': '16.74'}",CHEMBL1112,ARIPIPRAZOLE,CHEMBL1112,7.50,0,http://www.openphacts.org/units/Nanomolar,656504,=,1,1,=,,Ki,nM,,31.62,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Log Ki,,UO_0000065,,-7.5
,,1925418,[],CHEMBL895627,Displacement of [3H]paraxetine from human 5HT transporter expressed in HEK293 cells,B,,,BAO_0000192,BAO_0000219,cell-based format,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,,,CHEMBL1148822,J Med Chem,2007.0,"{'bei': '22.58', 'le': '0.47', 'lle': '2.31', 'sei': '111.11'}",CHEMBL71,CHLORPROMAZINE,CHEMBL71,7.20,0,http://www.openphacts.org/units/Nanomolar,656499,=,1,1,=,,Ki,nM,,63.1,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Log Ki,,UO_0000065,,-7.2
,,1925419,[],CHEMBL895627,Displacement of [3H]paraxetine from human 5HT transporter expressed in HEK293 cells,B,,,BAO_0000192,BAO_0000219,cell-based format,C[C@H]1Oc2c(cccc2N2CCN(CCCc3c[nH]c4ccc(F)cc34)CC2)NC1=O,,,CHEMBL1148822,J Med Chem,2007.0,"{'bei': '22.72', 'le': '0.42', 'lle': '5.82', 'sei': '15.84'}",CHEMBL196514,,CHEMBL196514,9.60,0,http://www.openphacts.org/units/Nanomolar,656498,=,1,1,=,,Ki,nM,,0.2512,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Log Ki,,UO_0000065,,-9.6
,,1931165,[],CHEMBL893354,Inhibition of [3H]SER uptake in human SERT expressed in COS1 cell membrane,F,,,BAO_0000192,BAO_0000219,cell-based format,COC(=O)C1=C(c2cccc(N)c2)CCC1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148012,Bioorg Med Chem,2007.0,,CHEMBL232674,,CHEMBL232674,,0,http://www.openphacts.org/units/Nanomolar,652467,=,1,1,=,,Ki,nM,,2904000.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,uM,UO_0000065,,2904.0
,,1945525,[],CHEMBL893351,Displacement of [125I]RTI55 from human SERT expressed in COS1 cell membrane,B,,,BAO_0000192,BAO_0000219,cell-based format,C/C=C/C1=C(c2ccc(Cl)c(Cl)c2)CCCC1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148012,Bioorg Med Chem,2007.0,,CHEMBL232498,,CHEMBL232498,,0,http://www.openphacts.org/units/Nanomolar,652486,=,1,1,=,,Ki,nM,,381000.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,Ki,uM,UO_0000065,,381.0
